title,plot,type,runtime,genre,vector
The Muppet Movie,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",movie,95 min,"Adventure, Comedy, Family, Musical","[-0.10420433 -1.0294563   0.11417832  0.70682687  0.04596606 -0.630311
  0.6741946   0.3690699  -0.4223869  -0.24947704 -0.2156831   0.0098656
  0.30298993 -0.2341581  -0.87199086 -0.12924178 -0.56549877  0.9173269
  0.4807775  -0.8113006  -0.4830084   0.2631763  -0.44104838 -0.16816698
  0.27156064  0.1297387   0.25298646 -0.15187956  0.28176168  1.4194514
  0.02156628  0.13094826 -0.7710046  -0.26789287 -0.62747097 -0.5827505
  0.10542524  0.98481625 -0.02387813  0.17674474 -0.37277818  0.5153612
 -0.33824837  0.78127617 -0.2621971   0.76962805 -0.5072096   0.47185802
  0.14740887  0.35425678 -0.16915005  0.75904614  0.12128484  0.05326164
  0.10637894 -0.6722653   0.11888838 -0.14655952 -0.09286177  0.21887542
 -0.603758    0.37825847  0.26307872 -0.32510868  0.04721016 -0.34534597
 -0.15559101  0.536663   -0.792073   -0.49239072 -0.19999002  0.17105937
  0.4721674   0.101149    0.38216093 -0.536035   -0.09562668 -0.5988392
  0.5383981  -0.36999795  0.16703673 -0.5034352  -0.6077873   0.04639946
  0.26642445  0.65036494  0.0814999  -0.41470063 -0.17838895 -0.4767193
 -0.45771846  0.00212481  0.57664394 -0.3212212  -0.07461194  0.44668296]"
The Muppets,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,movie,103 min,"Adventure, Comedy, Family, Musical","[-0.04042277  0.2581522  -0.26050907  0.69577736  0.06772196 -0.7083188
  0.10350344  0.05480757 -0.6712636   0.05880988 -0.0748114   0.33227575
  0.14688662  0.08582122 -0.34853253  0.21818966 -0.9242674   1.2216907
  0.00987853 -0.92470515 -0.77571344 -0.40065646 -0.15362784  0.1207481
  0.67199534 -0.3174111   0.50395966 -0.7770726  -0.1183662   1.6518711
  0.17194168 -0.3977974  -0.53136945 -0.83086526 -0.2855855  -0.2507651
  0.08522311  1.6264762   0.10829706  0.445837    0.08378414 -0.11802828
 -0.13059393  0.6661787  -0.21839944  0.01284618  0.03192312  0.32527223
  0.01421019  0.09982723 -0.14517593  0.77537584 -0.1281924   0.2485809
  0.20528543 -0.15663932 -0.455939   -0.28174487 -0.4030776   0.28152943
 -0.5073837   0.676183    0.15158808 -0.8301573   0.2727567   0.15942943
 -0.19771492  0.20929736 -0.22697732 -0.52255434 -0.05275962  0.11796739
  0.1178788  -0.3071075   0.00220871 -0.17259473 -0.34773886 -0.92732817
 -0.14173573 -0.47872505 -0.45226505 -0.19502755 -0.58621013 -0.4627356
  0.51598203  1.4810414  -0.10474838 -0.44698286  0.6015767  -0.1867188
 -0.47715914 -0.2904763   1.1052359  -0.2768893  -0.14609063 -0.31500018]"
The Odd Life of Timothy Green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",movie,105 min,"Comedy, Drama, Family, Fantasy","[ 0.0237392  -0.64446074 -0.15372996  0.91670984 -0.19181488 -0.6469681
  0.45841876 -0.03747855 -0.20314862  0.0170405   0.06453636 -0.02541668
 -0.07167158 -0.25641504 -0.4728675  -0.17546237 -0.15188949  0.89967936
  0.6353763  -0.41829753 -0.6515687   0.251845    0.18511157  0.11378934
  0.73120266 -0.18243866  0.06517099 -0.55651695  0.03751503  0.95740175
 -0.29163423 -0.3948934   0.06155072 -0.4409159  -0.73557615 -0.231932
  0.5079249   0.5144271   0.01443646 -0.0364994  -0.14403981  0.06063703
 -0.11663612  0.35054553  0.27662238  0.520218   -0.54561543  0.09608164
  0.22054331  0.30547968 -0.4137511   0.40020132 -0.44992742 -0.16229665
 -0.4950656  -0.30794236  0.21048933  0.05296659  0.06251398  0.266209
 -0.31107593 -0.14705515 -0.08283404 -0.7590789  -0.19662978 -0.24770105
  0.362269    0.9988473  -0.3113357  -0.14177197 -0.09420229 -0.19907017
  0.58917063 -0.29142824  0.11560971 -0.776264   -0.45051226 -0.5846463
  0.0243337  -0.12822433  0.22198606  0.04768811  0.07093924 -0.22561716
  0.20807521  0.13236424 -0.04764798  0.2792689  -0.36195076  0.05270502
 -0.19424008  0.31283376  0.29974654 -0.08774888  0.05616226  0.53349835]"
The Parent Trap,Teenage twin sisters swap places and scheme to reunite their divorced parents.,movie,129 min,"Comedy, Family, Romance","[-6.51785210e-02 -7.57971525e-01  2.76026368e-01  1.06831932e+00
 -2.56518722e-02 -5.94183505e-01  4.87901598e-01  2.77473629e-02
 -3.25307786e-01 -1.27817079e-01  1.26369029e-01  3.25771980e-02
  1.34516940e-01 -3.94296020e-01 -5.11673033e-01  1.26936451e-01
 -3.91102076e-01  8.05674136e-01  3.89318079e-01 -6.19465053e-01
 -5.20423174e-01  8.79042447e-02  1.48081020e-01 -1.05376184e-01
  3.62856716e-01  1.95534036e-01  1.02380931e-01 -2.52760023e-01
 -1.36840045e-02  1.04334891e+00 -3.00971180e-01  2.43751202e-02
 -4.10422683e-01 -2.48923227e-01 -4.89605427e-01 -5.16996622e-01
 -3.63766141e-02  1.06995761e+00 -3.79368156e-01  3.63188714e-01
 -7.23756969e-01  4.29402202e-01 -1.81367829e-01  3.69476676e-01
 -4.42128152e-01  5.85538089e-01 -4.95903820e-01  4.84911710e-01
 -3.36945921e-01  4.09909457e-01 -9.74382982e-02  2.40225419e-01
 -3.05816740e-01  9.41859484e-02  8.57220516e-02 -2.64363855e-01
 -6.34836555e-02  2.86362320e-01 -1.16269954e-01 -1.03796916e-02
 -6.74329460e-01  7.58178458e-02  2.62709558e-01 -3.92441839e-01
  5.50046563e-04 -5.13834476e-01 -2.21353974e-02  2.89774597e-01
 -5.07599771e-01 -4.25600886e-01  7.56363869e-02  7.37120926e-01
  4.15319592e-01 -3.02103132e-01 -7.52516389e-02 -7.36134231e-01
 -4.69256639e-01 -4.66246516e-01  1.98979184e-01 -1.30461618e-01
 -5.49365103e-01  6.10192008e-02 -3.21251780e-01 -1.81284547e-01
 -9.54101502e-04  6.17466748e-01 -4.54144627e-02 -3.35141212e-01
  1.41351238e-01  7.74613023e-02 -1.63701847e-01  2.09584311e-01
  4.72352654e-01 -9.44566503e-02  6.17739446e-02  3.33065301e-01]"
The Parent Trap,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",movie,128 min,"Adventure, Comedy, Drama, Family, Romance","[-6.51785210e-02 -7.57971525e-01  2.76026368e-01  1.06831932e+00
 -2.56518722e-02 -5.94183505e-01  4.87901598e-01  2.77473629e-02
 -3.25307786e-01 -1.27817079e-01  1.26369029e-01  3.25771980e-02
  1.34516940e-01 -3.94296020e-01 -5.11673033e-01  1.26936451e-01
 -3.91102076e-01  8.05674136e-01  3.89318079e-01 -6.19465053e-01
 -5.20423174e-01  8.79042447e-02  1.48081020e-01 -1.05376184e-01
  3.62856716e-01  1.95534036e-01  1.02380931e-01 -2.52760023e-01
 -1.36840045e-02  1.04334891e+00 -3.00971180e-01  2.43751202e-02
 -4.10422683e-01 -2.48923227e-01 -4.89605427e-01 -5.16996622e-01
 -3.63766141e-02  1.06995761e+00 -3.79368156e-01  3.63188714e-01
 -7.23756969e-01  4.29402202e-01 -1.81367829e-01  3.69476676e-01
 -4.42128152e-01  5.85538089e-01 -4.95903820e-01  4.84911710e-01
 -3.36945921e-01  4.09909457e-01 -9.74382982e-02  2.40225419e-01
 -3.05816740e-01  9.41859484e-02  8.57220516e-02 -2.64363855e-01
 -6.34836555e-02  2.86362320e-01 -1.16269954e-01 -1.03796916e-02
 -6.74329460e-01  7.58178458e-02  2.62709558e-01 -3.92441839e-01
  5.50046563e-04 -5.13834476e-01 -2.21353974e-02  2.89774597e-01
 -5.07599771e-01 -4.25600886e-01  7.56363869e-02  7.37120926e-01
  4.15319592e-01 -3.02103132e-01 -7.52516389e-02 -7.36134231e-01
 -4.69256639e-01 -4.66246516e-01  1.98979184e-01 -1.30461618e-01
 -5.49365103e-01  6.10192008e-02 -3.21251780e-01 -1.81284547e-01
 -9.54101502e-04  6.17466748e-01 -4.54144627e-02 -3.35141212e-01
  1.41351238e-01  7.74613023e-02 -1.63701847e-01  2.09584311e-01
  4.72352654e-01 -9.44566503e-02  6.17739446e-02  3.33065301e-01]"
The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",movie,97 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","[ 0.17988984 -0.32938737  0.0456597   0.5748698  -0.5447912   0.01835099
 -0.08305593 -0.33725998 -0.203944   -0.13930716 -0.07244393  0.26792017
 -0.2426593  -0.23775086  0.02226875 -0.14727692 -0.25625452  0.7468111
 -0.32898244 -0.5914394  -0.2824925   0.12530985  0.40381154 -0.20596755
  0.6758879  -0.31305614  0.4920041  -0.57226443 -0.1383208   1.0822074
 -0.28063238 -0.83440304  0.10370803 -0.29463172  0.31534863 -0.30506372
  0.2671327   0.5606664  -0.19026533  0.4569296  -0.0749293   0.20573728
  0.04105002  0.6289048  -0.3172453   0.52662545 -0.24543259 -0.03721835
 -0.18558252  0.65669316 -0.12631738  0.8083426  -0.62968564  0.00111389
  0.32665673 -0.31683016 -0.12720211  0.11646793 -0.28851885  0.2529864
 -0.51222676  0.3878048   0.03459734 -0.53793526 -0.17791349 -0.19329108
 -0.06702387  0.10765489 -0.28635207 -0.18058339 -0.6576594   0.03338078
  0.58605564 -0.6688185   0.10697649 -0.50262547 -0.5941806  -0.3867139
  0.33730865 -0.1624784   0.32470372 -0.46272373 -0.41184527  0.22432747
  0.39881912  0.8673445   0.32916564  0.2699781   0.00167559 -0.2724374
 -0.39260092 -0.30116302  0.1149867  -0.12388907 -0.4429083   0.49454084]"
The Princess Bride,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",movie,98 min,"Adventure, Family, Fantasy, Romance","[-0.2993772  -0.96014446  0.48555556  1.045208   -0.28896853 -0.44015527
  0.2355895  -0.3793851  -0.38453436 -0.1531647  -0.21028559  0.02193209
  0.2557998  -0.12199771 -0.6599214   0.00978909 -0.8314092   0.80335
  0.45595518 -0.9651683  -0.79985267  0.27133372 -0.38498774  0.15763758
  0.5217926  -0.07871966  0.13950366 -0.75846887 -0.18030906  1.5221621
 -0.07051399 -0.24024035 -0.3219993  -0.31439355 -0.36778823 -0.115785
  0.03270761  0.673321   -0.19783239  0.2423166  -0.42906594  0.35629413
 -0.5649996   0.7842234   0.05154547  0.4426632  -0.46894035  0.16947967
 -0.00736684  0.3643715  -0.24352933  0.8370946  -0.29171658 -0.16144948
  0.01956433 -0.14343543 -0.01099604  0.26675338 -0.10378458  0.1241411
 -0.6962239   0.22779508 -0.08423396 -0.529194   -0.2517693  -0.14179283
  0.49898008  0.8575887  -0.12117556 -0.3710582   0.2810878  -0.06086198
  0.5505807  -0.47221327  0.07955185 -0.21421306 -0.52177554 -0.7044539
  0.3669839  -0.36025026 -0.34197176 -0.11116368 -0.44204202 -0.12181068
  0.13707143  0.82951975  0.19012524 -0.43469563  0.00986487  0.10237128
 -0.2326858  -0.17887278  0.7676058  -0.06005637 -0.06615466  0.4226686 ]"
The Princess Diaries,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",movie,111 min,"Comedy, Family, Romance","[-0.14261389 -0.2451269  -0.0077889   0.7782283  -0.02032725 -0.5467228
  0.5228621  -0.2849137  -0.4370235  -0.2026902  -0.15138458  0.2357012
  0.4043922  -0.50018644 -0.7877713   0.0504302  -0.75741076  0.7888691
  0.3032188  -0.90089196 -0.14714313 -0.18951364 -0.25274026  0.14742339
  0.49714848 -0.23989673  0.08475383 -0.5532541  -0.19354296  1.4703382
 -0.04464617 -0.3429202  -0.26353174 -0.55608433 -0.24132036 -0.5754302
  0.13865674  0.9616359  -0.23794131  0.28365147 -0.46815264  0.05412436
 -0.5317109   0.681541    0.10408767  0.20674312  0.13248642  0.06497211
 -0.0990509   0.02186074 -0.19739597  0.9431713  -0.09652519 -0.12663446
 -0.2771625   0.35093042 -0.00749024 -0.18653744 -0.30961433  0.24678826
 -0.49818614  0.42128918 -0.27500287 -0.312266   -0.13287632  0.2766969
  0.6563108   0.7277077  -0.15193556 -0.41815472  0.30722442 -0.11709309
  0.19741826 -0.38044533  0.32496047 -0.49479377 -0.3317026  -0.8515231
  0.25926992 -0.23017319 -0.3986936   0.10741232 -0.49904528 -0.22823279
  0.01794926  0.8265707   0.2925572  -0.2982094   0.14207529 -0.2038809
 -0.08645964 -0.23850028  0.73156863  0.16908397 -0.26778212 -0.18252921]"
The Princess Diaries 2: Royal Engagement,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",movie,113 min,"Comedy, Family, Romance","[-0.39100736 -0.5343155   0.42862225  0.46432424  0.4793163  -0.10144673
  0.1059583   0.05618798 -0.25413513 -0.14651527 -0.05439288  0.00895967
 -0.01433946 -0.13290837 -0.43341464  0.08320071 -0.5906413   0.53914267
  0.44009024 -0.43160346 -0.6502884   0.17370877  0.04079078  0.19313422
  0.3139239   0.11448807  0.2589676  -0.12013439  0.06913089  1.0881783
 -0.03706269 -0.00766802 -0.07272102 -0.20430546 -0.6484221  -0.41764852
 -0.23849525  0.94578403 -0.05028024 -0.3655665  -0.21019422 -0.18456344
 -0.35877508  0.05839666 -0.07007772  0.37375155 -0.29504946  0.33591476
  0.09835207  0.09680317 -0.07729937  0.7095643   0.08214048 -0.25669336
 -0.10535325 -0.20954357  0.07316662 -0.29887864  0.09345371  0.15819846
 -0.3790895   0.00321292 -0.04364582 -0.43597016 -0.3175803   0.26807678
  0.20954157  0.79715794 -0.34247094 -0.7373613  -0.04479277  0.16493797
  0.51631016 -0.09671586  0.11340538 -0.34526297 -0.14890718 -0.6305683
 -0.1668742   0.05795253 -0.30742374  0.21344854 -0.04600314 -0.44608018
 -0.19739582  0.3651876   0.09165745 -0.07613043 -0.4179835  -0.04201105
 -0.02372479  0.01133215  0.23372029  0.2208633  -0.08780206  0.4594771 ]"
The Rescuers,Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,movie,78 min,"Animation, Adventure, Comedy, Family, Fantasy","[ 0.00616075  0.31956425 -0.6745778   0.87925744  0.22688389 -0.8893235
  0.32785487 -0.4334799  -0.6575826   0.10566988  0.23672193  0.15261258
  0.16102815 -0.07781955 -0.64577043  0.11475623 -0.85332954  1.2335329
 -0.1263814  -0.78754914 -0.8548615  -0.3966318   0.0512028   0.1745288
  0.75327986 -0.32226887  0.40978563 -0.61524475  0.16745092  1.4910456
  0.20475093 -0.46029466 -0.35830846 -0.9203074  -0.12246215 -0.49533874
  0.15972042  1.6243088  -0.15784371  0.30666634 -0.16240864  0.2202422
 -0.40783536  0.4269493   0.03456777  0.24885018 -0.14456746  0.22923602
 -0.02989662  0.00732902 -0.19751877  0.5818852  -0.22865279  0.33019233
  0.01483247 -0.17446798 -0.47400618 -0.28094828 -0.13830233  0.2733954
 -0.29154336  0.59859824  0.12515989 -0.6210847   0.2894882   0.24894983
 -0.15130046 -0.03279148 -0.35541612 -0.51838773 -0.12578928  0.20345978
  0.23968783 -0.29951453  0.21968895 -0.47011536 -0.29916155 -0.9525763
 -0.39546123 -0.2776054  -0.12900111 -0.11623132 -0.36794615  0.03833097
  0.5152775   1.2017133   0.12579247 -0.1244806   0.5652884  -0.5775995
 -0.5960293  -0.4141422   0.82841444 -0.17450744  0.02380274 -0.10820636]"
The Rescuers Down Under,"The R.A.S. agents, Miss Bianca and Bernard, race to Australia to save a little boy and a rare golden eagle from a murderous poacher.",movie,77 min,"Animation, Adventure, Crime, Drama, Family, Fantasy, Mystery","[ 0.30005395 -0.37892312 -0.21185684  0.6443441  -0.29900512 -0.60829014
  0.2301882  -0.035337   -0.290475   -0.09271622  0.09166618  0.00800003
 -0.00578882  0.0401099  -0.0567425   0.07533295 -0.45501417  0.8635556
 -0.48354107 -0.21660611 -0.51436937 -0.15102118 -0.0534714   0.03344205
  0.14008395 -0.03737217 -0.33861992 -0.06839814 -0.37843978  1.1437596
 -0.2619268  -0.04175738 -0.23098034 -0.43268412 -0.21892568 -0.3083309
  0.29358733  0.56410575  0.4954833  -0.2003213  -0.78680295  0.1227126
 -0.16551311 -0.02130967  0.4403034   0.07937595 -0.23138233 -0.20937282
 -0.14424671 -0.2863872  -0.14823058  0.7540358  -0.19467352  0.43027538
 -0.2860683  -0.4717673  -0.30805874 -0.65825105  0.30572048  0.16456671
 -0.7454078   0.01951836 -0.17286982 -0.2601651  -0.25362065  0.5055747
  0.04600298  0.34840548 -0.12260754 -0.28163958 -0.31696278  0.29053625
  0.06357434 -0.18809538  0.32237467 -0.3218294  -0.3260273  -0.08540556
 -0.02507839  0.43139857 -0.35350278  0.37138826  0.02839521  0.26793513
  0.27242738  0.4366133  -0.24682638 -0.06202395  0.17397535  0.5338087
 -0.2804055  -0.18012255  0.47113177  0.24813715 -0.25640142 -0.16418232]"
The Rocketeer,A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,movie,108 min,"Action, Adventure, Family, Sci-Fi","[-0.11945674 -0.42292428  0.10982318  0.8393514   0.17175171 -0.24338984
  0.04565762 -0.24129453 -0.18090934 -0.27311653  0.04491152 -0.09955
  0.30300477  0.03122817 -0.50553274  0.4777469  -0.82539785  0.6383163
  0.13305965 -0.30870774 -0.63244545  0.54359883 -0.303019   -0.48299357
  0.9895428  -0.12625     0.10237169 -0.39282185  0.33545887  1.6560832
  0.16714683 -0.35094333 -0.25659722 -1.0427186  -0.26302812 -0.5299402
 -0.18748665  1.2360522  -0.19084314  0.50773335 -0.31412575  0.34078422
 -0.53849226  0.5548578  -0.4547164   0.06617764 -0.47887242  0.68822616
 -0.38952503  0.3352664   0.06702742  0.94626415 -0.09067807  0.45659348
  0.0417805  -0.5189725  -0.19425076  0.15553164 -0.21300027  0.11770902
 -0.664387    0.01521683  0.2055986  -0.5149574  -0.2951402  -0.37811583
 -0.72536784 -0.22684106 -0.19928443 -0.28033286 -0.22732735 -0.36714557
  0.61142766  0.21301472  0.35865974 -0.18531695 -0.4592953  -0.82663906
  0.2287811  -0.40434706  0.24837865 -0.30221513 -0.5058441  -0.30696487
  0.84991395  0.92619     0.3775711  -0.4641158   0.39733166 -0.27120075
 -0.5821438   0.03803891  0.5014272  -0.19491279  0.24412943  0.15739903]"
The Rookie,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,movie,127 min,"Drama, Family, Sport","[ 0.16090557 -0.44031724  0.26226622  0.7564001   0.2591644  -0.8077924
  0.10871372 -0.26096028 -0.45010087 -0.17291035  0.25925857 -0.02418794
  0.48677057 -0.05522999 -0.15128496  0.19308425 -0.86064804  0.8418553
  0.3078667  -0.7354984  -1.113856    0.2708077  -0.17888261 -0.1557907
  0.7043446  -0.00949573  0.20859674 -0.9500422   0.4725427   1.2475785
  0.35863808 -0.3181728  -0.23186469 -0.67616224 -0.75888085 -0.62020236
  0.04983744  1.3957332  -0.58496696  0.45084155 -0.08888474  0.06202373
 -0.25752896  1.1046058  -0.29558003  0.37596697 -0.2805887   0.5216334
 -0.17683506  0.06827056 -0.0963757   1.2990092   0.00920754  0.41480684
  0.13783261 -0.16183989  0.15369278 -0.04875142 -0.16070506  0.3514859
 -0.6441897   0.31805712  0.2769809  -0.6741825   0.31825942 -0.40820175
 -0.39644352 -0.03240196 -0.4528137  -0.36400518 -0.37432542  0.18638349
  0.36416876 -0.04447763  0.20891038 -0.3130492  -0.589516   -0.8021563
  0.25182217 -0.3118816   0.02967908  0.12183207 -0.9186232   0.13365999
  0.30026063  0.68064874  0.27756798 -0.21932837  0.31232724 -0.23975947
 -0.6197585  -0.05646926  0.31596512 -0.57731634 -0.1590603   0.30071735]"
The Santa Clause,"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.",movie,97 min,"Comedy, Drama, Family, Fantasy","[-0.06070433 -1.2852421   0.30285558  0.9873727  -0.00590094 -0.28436878
  0.17533167 -0.05252646 -0.3369821  -0.34452358 -0.05602044 -0.25844982
  0.4520949   0.27692637 -0.7704671  -0.03726135 -0.58775663  0.6363402
  0.6875653  -0.8376567  -0.5505726   0.37646547 -0.4149886  -0.03066379
  0.5275655   0.1393212   0.11514396 -0.4813594   0.49017894  1.4604021
 -0.37060466 -0.2096088  -0.613812   -0.25354326 -0.97233456 -0.1431324
  0.00349061  0.8907735  -0.21759343  0.725807   -0.24833982  0.67781824
 -0.47648326  0.86461574 -0.1511202   1.1067201  -0.37532163  0.43336248
  0.27351344  0.41766986 -0.6388164   0.9803656   0.05911918  0.0343405
  0.08279232 -0.28345454 -0.02652633  0.04114152 -0.32851574  0.22587644
 -0.7329631  -0.00270876 -0.0320152  -0.44447508 -0.18877204 -0.17124097
  0.23139502  0.64025164 -0.48876223 -0.41559997  0.25139657 -0.3865989
  0.52061373 -0.5340357   0.21973515 -0.485494   -0.31562015 -0.6303225
  0.58080477 -0.35326007 -0.13626672 -0.25745988 -0.03780464 -0.01473763
  0.5184731   0.3789823  -0.01318244 -0.14199144 -0.49533653 -0.54595494
 -0.22096677 -0.04117727  0.48469964 -0.3089875  -0.11151049  0.30589134]"
